,時間,買賣,成交價,口數
559,"2021-12-07 13:27:01,282",B,17761,1
560,"2021-12-07 13:30:00,900",B,17775,1
561,"2021-12-07 13:32:00,871",B,17784,1
562,"2021-12-07 15:01:00,052",B,17799,1
563,"2021-12-07 15:10:45,977",S,17785,1
564,"2021-12-07 15:56:00,426",B,17808,2
565,"2021-12-07 16:03:42,267",B,17812,1
566,"2021-12-07 18:54:00,805",B,17849,1
567,"2021-12-08 04:32:17,341",S,17893,1
568,"2021-12-08 04:44:00,413",S,17903,1
569,"2021-12-08 04:46:03,123",S,17900,1
570,"2021-12-08 04:46:03,195",S,17900,2
571,"2021-12-08 04:54:02,192",S,17911,1
572,"2021-12-08 08:45:01,364",B,17947,1
573,"2021-12-08 08:45:01,404",B,17949,2
574,"2021-12-08 09:16:50,845",B,17976,1
575,"2021-12-08 09:16:56,437",B,17981,1
576,"2021-12-08 09:17:00,645",B,17978,1
577,"2021-12-08 09:20:01,317",S,17953,1
578,"2021-12-08 09:28:44,584",B,17988,1
579,"2021-12-08 09:37:01,506",B,17969,1
580,"2021-12-08 09:38:11,675",S,17956,1
581,"2021-12-08 09:45:40,596",S,17923,1
582,"2021-12-08 09:57:55,743",S,17921,1
583,"2021-12-08 11:36:31,791",S,17905,1
584,"2021-12-08 11:45:00,772",S,17869,1
585,"2021-12-08 11:56:43,022",S,17866,1
586,"2021-12-08 12:09:37,678",S,17860,1
587,"2021-12-08 12:21:01,288",B,17885,2
588,"2021-12-08 13:30:00,483",S,17867,1
589,"2021-12-08 13:30:15,050",S,17847,1
590,"2021-12-08 20:09:50,763",S,17883,1
591,"2021-12-08 21:38:58,345",S,17868,1
592,"2021-12-08 22:48:32,030",B,17876,3
593,"2021-12-09 00:23:55,498",B,17880,1
594,"2021-12-09 01:41:39,350",B,17893,1
595,"2021-12-09 04:30:02,581",S,17908,1
596,"2021-12-09 04:40:16,875",B,17912,1
597,"2021-12-09 04:44:00,502",S,17909,1
598,"2021-12-09 04:54:13,578",B,17917,1
599,"2021-12-09 09:23:24,985",B,17936,1
600,"2021-12-09 09:23:26,715",B,17937,1
601,"2021-12-09 09:23:44,392",B,17937,1
602,"2021-12-09 09:25:55,052",B,17944,1
603,"2021-12-09 09:25:55,164",B,17944,1
604,"2021-12-09 09:30:00,622",S,17924,1
605,"2021-12-09 09:32:36,779",S,17911,1
606,"2021-12-09 09:32:36,898",S,17911,1
607,"2021-12-09 09:57:01,388",S,17874,1
608,"2021-12-09 11:51:00,603",S,17867,1
609,"2021-12-09 11:58:38,402",S,17850,1
610,"2021-12-09 12:00:47,053",S,17836,1
611,"2021-12-09 12:00:48,115",S,17838,1
612,"2021-12-09 12:05:00,571",S,17822,1
613,"2021-12-09 23:29:28,266",S,17861,1
614,"2021-12-10 04:54:10,586",B,17849,1
615,"2021-12-10 08:45:00,601",S,17802,1
616,"2021-12-10 08:45:01,455",S,17794,2
617,"2021-12-10 09:12:56,578",S,17785,1
618,"2021-12-10 09:21:47,700",B,17800,1
619,"2021-12-10 09:50:00,852",B,17854,1
620,"2021-12-10 13:35:01,821",S,17820,1
621,"2021-12-10 15:01:00,041",B,17825,1
622,"2021-12-10 15:42:01,468",S,17787,1
623,"2021-12-10 19:07:01,875",B,17824,1
624,"2021-12-10 19:24:03,109",B,17831,1
625,"2021-12-10 21:36:04,240",B,17870,1
626,"2021-12-10 22:31:13,456",S,17850,1
627,"2021-12-10 23:15:00,747",S,17845,1
628,"2021-12-10 23:15:00,839",S,17845,1
629,"2021-12-11 03:20:03,858",B,17850,1
630,"2021-12-11 03:30:01,625",B,17857,1
631,"2021-12-11 04:00:15,967",S,17837,1
632,"2021-12-11 04:54:01,952",S,17859,1
633,"2021-12-13 10:08:42,477",S,17871,1
634,"2021-12-13 13:21:00,466",S,17828,1
635,"2021-12-13 13:26:51,508",S,17804,1
636,"2021-12-13 17:13:30,753",B,17786,1
637,"2021-12-13 17:27:41,806",B,17787,1
638,"2021-12-13 18:25:26,520",S,17771,1
639,"2021-12-13 20:12:01,223",S,17763,1
640,"2021-12-13 22:49:02,011",S,17713,2
641,"2021-12-13 23:02:55,415",S,17703,2
642,"2021-12-13 23:24:00,672",S,17692,1
643,"2021-12-14 00:03:39,287",S,17673,1
644,"2021-12-14 00:24:52,919",S,17663,1
645,"2021-12-14 01:25:41,329",B,17694,1
646,"2021-12-14 03:56:33,252",B,17713,1
647,"2021-12-14 04:00:03,047",B,17717,1
648,"2021-12-14 04:06:00,999",B,17712,1
649,"2021-12-14 04:18:30,532",S,17707,1
650,"2021-12-14 04:40:01,894",S,17703,1
651,"2021-12-14 04:44:00,604",B,17701,1
652,"2021-12-14 04:46:24,780",B,17697,2
653,"2021-12-14 04:46:24,854",B,17697,2
654,"2021-12-14 08:45:00,495",S,17671,1
655,"2021-12-14 08:45:00,838",S,17667,1
656,"2021-12-14 09:00:08,763",B,17696,1
657,"2021-12-14 09:08:34,481",S,17664,1
658,"2021-12-14 09:15:01,534",S,17646,1
659,"2021-12-14 09:25:01,881",S,17612,1
660,"2021-12-14 09:35:01,126",B,17686,1
661,"2021-12-14 09:56:56,203",B,17680,1
662,"2021-12-14 10:19:32,182",S,17623,1
663,"2021-12-14 10:35:00,854",S,17630,1
664,"2021-12-14 11:00:54,306",B,17609,1
665,"2021-12-14 12:15:01,274",S,17585,1
666,"2021-12-14 12:45:00,948",S,17606,1
667,"2021-12-14 15:19:03,169",B,17603,1
668,"2021-12-14 22:38:36,602",B,17553,1
669,"2021-12-14 22:44:58,556",B,17565,2
670,"2021-12-15 00:54:00,949",S,17510,1
671,"2021-12-15 01:00:03,938",S,17505,1
672,"2021-12-15 04:30:01,031",S,17565,1
673,"2021-12-15 04:54:11,997",B,17559,1
674,"2021-12-15 08:45:00,641",B,17586,1
675,"2021-12-15 08:49:29,189",S,17565,1
676,"2021-12-15 09:16:17,718",S,17574,1
677,"2021-12-15 09:35:11,727",S,17539,1
678,"2021-12-15 09:51:01,767",B,17620,2
679,"2021-12-15 09:55:00,502",B,17633,2
680,"2021-12-15 09:55:00,801",B,17633,1
681,"2021-12-15 09:57:00,861",B,17632,1
682,"2021-12-15 10:00:02,616",B,17634,1
683,"2021-12-15 10:17:58,280",S,17608,1
684,"2021-12-15 10:17:58,375",S,17609,1
685,"2021-12-15 10:42:40,290",S,17597,1
686,"2021-12-15 10:45:27,333",S,17594,1
687,"2021-12-15 13:27:00,486",S,17630,1
688,"2021-12-16 03:00:19,025",S,17562,1
689,"2021-12-16 03:00:39,411",S,17536,1
690,"2021-12-16 03:08:04,973",B,17612,1
691,"2021-12-16 03:08:06,116",B,17609,1
692,"2021-12-16 03:18:01,260",B,17627,1
693,"2021-12-16 04:30:01,864",B,17730,1
694,"2021-12-16 04:54:00,770",S,17725,1
695,"2021-12-16 08:45:00,491",S,17765,1
696,"2021-12-16 09:06:37,534",S,17743,1
697,"2021-12-16 09:52:02,855",S,17677,1
698,"2021-12-16 10:47:10,818",B,17745,2
699,"2021-12-16 12:56:35,476",B,17758,1
700,"2021-12-16 12:56:52,861",B,17780,1
701,"2021-12-16 12:57:19,520",B,17786,1
702,"2021-12-16 12:57:19,938",B,17787,1
703,"2021-12-16 12:57:29,928",B,17789,2
704,"2021-12-16 13:00:00,547",B,17795,1
705,"2021-12-16 13:33:02,898",B,17791,1
706,"2021-12-16 13:35:51,018",B,17796,1
707,"2021-12-16 13:35:51,133",B,17797,1
708,"2021-12-16 13:44:00,518",S,17799,1
709,"2021-12-16 21:11:00,419",S,17820,1
710,"2021-12-16 21:16:43,474",S,17819,1
711,"2021-12-16 22:00:03,796",S,17820,1
712,"2021-12-16 23:00:02,316",S,17803,1
713,"2021-12-17 01:00:00,769",S,17759,1
714,"2021-12-17 01:16:00,777",S,17748,2
715,"2021-12-17 01:16:00,838",S,17748,1
716,"2021-12-17 01:16:00,868",S,17747,1
717,"2021-12-17 04:27:07,163",B,17718,1
718,"2021-12-17 08:51:01,523",B,17735,1
719,"2021-12-17 09:39:01,294",S,17749,1
720,"2021-12-17 09:42:03,537",B,17763,1
721,"2021-12-17 09:51:40,395",B,17784,1
722,"2021-12-17 10:00:00,636",B,17780,1
723,"2021-12-17 10:01:04,702",S,17767,1
724,"2021-12-17 10:21:00,892",B,17786,1
725,"2021-12-17 10:51:00,596",S,17768,1
726,"2021-12-17 11:55:43,435",S,17738,1
727,"2021-12-17 13:30:10,770",B,17775,1
728,"2021-12-17 13:33:00,992",B,17780,1
729,"2021-12-17 16:01:45,235",B,17808,1
730,"2021-12-17 16:01:45,299",B,17806,1
731,"2021-12-17 16:42:21,005",S,17787,1
732,"2021-12-17 16:42:21,077",S,17787,1
733,"2021-12-17 20:00:00,959",B,17776,1
734,"2021-12-17 23:15:00,621",S,17742,1
735,"2021-12-18 04:00:10,132",S,17779,1
736,"2021-12-18 04:54:08,095",S,17758,1
737,"2021-12-20 08:56:03,728",S,17692,1
738,"2021-12-20 09:06:01,039",B,17713,1
739,"2021-12-20 10:00:02,342",S,17674,1
740,"2021-12-20 10:01:58,122",S,17645,1
741,"2021-12-20 10:01:59,160",S,17645,1
742,"2021-12-20 10:01:59,334",S,17645,1
743,"2021-12-20 10:01:59,891",S,17644,1
744,"2021-12-20 10:05:17,383",S,17626,1
745,"2021-12-20 10:09:00,992",S,17631,1
746,"2021-12-20 10:15:23,669",B,17647,1
747,"2021-12-20 10:35:01,880",S,17635,1
748,"2021-12-20 10:36:48,955",S,17607,1
749,"2021-12-20 10:36:49,037",S,17607,1
750,"2021-12-20 10:36:49,063",S,17607,1
751,"2021-12-20 10:36:50,815",S,17607,1
752,"2021-12-20 10:38:00,211",S,17606,1
753,"2021-12-20 11:00:00,510",S,17590,1
754,"2021-12-20 11:05:06,071",S,17574,1
755,"2021-12-20 11:08:02,319",S,17581,1
756,"2021-12-20 12:25:00,908",B,17625,1
757,"2021-12-20 12:50:00,957",B,17643,2
758,"2021-12-20 12:50:01,981",B,17644,2
759,"2021-12-20 13:09:02,148",B,17625,1
760,"2021-12-20 13:27:55,460",S,17609,1
761,"2021-12-20 13:35:01,362",S,17604,1
762,"2021-12-20 13:44:00,748",B,17587,1
763,"2021-12-20 15:28:01,348",S,17516,1
764,"2021-12-20 15:36:23,393",B,17536,1
765,"2021-12-20 15:42:15,005",B,17538,1
766,"2021-12-20 15:55:33,643",B,17545,1
767,"2021-12-20 15:56:08,615",B,17542,1
768,"2021-12-20 16:23:42,198",S,17510,1
769,"2021-12-20 17:01:25,756",S,17507,1
770,"2021-12-20 17:58:32,782",B,17531,1
771,"2021-12-20 19:33:00,909",B,17556,1
772,"2021-12-20 19:58:19,728",B,17572,1
773,"2021-12-21 02:40:17,076",B,17616,2
774,"2021-12-21 02:49:27,092",B,17616,1
775,"2021-12-21 04:54:02,496",S,17630,1
776,"2021-12-21 09:12:17,132",B,17655,1
777,"2021-12-21 09:22:18,144",S,17639,1
778,"2021-12-21 09:31:47,846",B,17685,1
779,"2021-12-21 09:31:52,563",B,17684,1
780,"2021-12-21 09:31:52,887",B,17684,1
781,"2021-12-21 09:33:01,181",B,17699,1
782,"2021-12-21 09:35:00,647",B,17714,1
783,"2021-12-21 09:45:00,470",B,17724,1
784,"2021-12-21 09:52:45,788",B,17734,1
785,"2021-12-21 10:00:01,811",B,17727,1
786,"2021-12-21 10:02:39,905",B,17756,1
787,"2021-12-21 10:16:00,558",B,17757,1
788,"2021-12-21 10:17:23,266",B,17772,1
789,"2021-12-21 10:17:25,133",B,17772,1
790,"2021-12-21 10:17:25,185",B,17772,1
791,"2021-12-21 10:35:01,791",B,17759,1
792,"2021-12-21 10:45:02,587",B,17754,1
793,"2021-12-21 10:51:04,466",B,17767,1
794,"2021-12-21 11:13:56,519",B,17775,1
795,"2021-12-21 11:21:01,573",S,17778,1
796,"2021-12-21 11:26:03,390",B,17784,1
797,"2021-12-21 12:05:40,773",B,17787,1
798,"2021-12-21 12:05:41,111",B,17788,1
799,"2021-12-21 12:40:01,814",B,17822,1
800,"2021-12-21 12:47:06,371",B,17825,1
801,"2021-12-21 13:32:11,005",S,17799,1
802,"2021-12-21 13:32:12,318",S,17798,1
803,"2021-12-21 13:35:00,622",S,17793,1
804,"2021-12-21 15:49:02,678",S,17792,2
805,"2021-12-21 15:49:02,740",S,17792,2
806,"2021-12-21 16:00:23,313",S,17781,1
807,"2021-12-21 16:04:00,631",S,17780,1
808,"2021-12-21 16:16:54,805",S,17774,1
809,"2021-12-22 01:45:43,232",B,17824,1
810,"2021-12-22 01:48:11,749",B,17824,1
811,"2021-12-22 04:44:00,525",S,17834,1
812,"2021-12-22 04:54:01,052",S,17844,1
813,"2021-12-22 09:13:00,601",S,17813,1
814,"2021-12-22 09:22:10,795",B,17827,1
815,"2021-12-22 10:02:06,113",B,17821,1
816,"2021-12-22 10:10:32,642",S,17799,1
817,"2021-12-22 11:05:58,094",B,17807,1
818,"2021-12-22 13:33:01,328",S,17829,1
819,"2021-12-22 15:06:07,704",B,17838,1
820,"2021-12-22 23:38:02,688",B,17883,1
821,"2021-12-22 23:48:51,189",B,17891,1
822,"2021-12-22 23:48:51,290",B,17891,1
823,"2021-12-22 23:48:51,369",B,17891,1
824,"2021-12-22 23:52:00,393",B,17895,1
825,"2021-12-23 00:00:00,846",B,17900,1
826,"2021-12-23 04:44:00,736",S,17946,2
827,"2021-12-23 04:46:18,150",S,17947,2
828,"2021-12-23 04:46:18,224",S,17947,2
829,"2021-12-23 04:54:01,179",S,17947,1
830,"2021-12-23 09:09:00,294",S,17932,1
831,"2021-12-23 09:18:05,695",S,17921,1
832,"2021-12-23 09:26:01,911",B,17924,1
833,"2021-12-23 09:26:43,037",B,17967,1
834,"2021-12-23 09:27:49,506",B,17978,1
835,"2021-12-23 09:35:04,868",S,17907,1
836,"2021-12-23 09:53:31,278",B,17964,1
837,"2021-12-23 11:06:14,816",S,17927,1
838,"2021-12-23 11:30:00,406",B,17939,1
839,"2021-12-23 13:35:01,865",B,17941,1
840,"2021-12-23 15:48:01,024",B,17968,1
841,"2021-12-23 23:14:08,188",B,17985,1
842,"2021-12-24 04:00:10,836",S,17993,1
843,"2021-12-24 04:44:00,539",S,17997,2
844,"2021-12-24 04:54:11,183",S,17997,1
845,"2021-12-24 08:45:01,288",B,18017,1
846,"2021-12-24 09:06:01,349",S,18004,1
847,"2021-12-24 09:15:00,505",B,17998,1
848,"2021-12-24 09:34:28,819",B,18030,1
849,"2021-12-24 09:34:33,133",B,18030,1
850,"2021-12-24 09:40:01,019",S,18010,1
851,"2021-12-24 09:49:17,971",B,18030,1
852,"2021-12-24 10:45:17,527",B,18020,1
853,"2021-12-24 10:50:13,065",S,18006,1
854,"2021-12-24 10:51:20,052",S,17980,2
855,"2021-12-24 12:46:55,503",S,17970,1
856,"2021-12-24 13:26:15,477",S,17956,1
857,"2021-12-24 15:22:57,154",B,17952,1
858,"2021-12-24 17:59:19,182",S,17953,1
859,"2021-12-24 22:05:10,644",S,17972,1
860,"2021-12-24 22:30:07,080",B,17979,1
861,"2021-12-24 23:15:18,415",S,17981,1
862,"2021-12-25 01:54:18,282",S,17962,1
863,"2021-12-25 04:54:34,348",B,17949,1
864,"2021-12-27 09:06:01,755",B,17991,1
865,"2021-12-27 09:22:44,767",B,18016,1
866,"2021-12-27 09:22:44,862",B,18016,1
867,"2021-12-27 09:25:02,776",B,18025,1
868,"2021-12-27 09:25:03,854",B,18024,1
869,"2021-12-27 09:27:20,315",B,18028,1
870,"2021-12-27 09:27:20,838",B,18028,1
871,"2021-12-27 09:27:21,163",B,18029,1
872,"2021-12-27 09:27:48,495",B,18037,1
873,"2021-12-27 09:33:01,513",B,18054,1
874,"2021-12-27 09:35:02,557",B,18059,1
875,"2021-12-27 09:35:48,477",B,18062,1
876,"2021-12-27 09:37:01,485",B,18063,1
877,"2021-12-27 09:45:00,717",B,18066,1
878,"2021-12-27 09:45:01,921",B,18063,1
879,"2021-12-27 09:51:33,980",B,18073,1
880,"2021-12-27 10:01:02,349",B,18069,1
881,"2021-12-27 10:17:19,290",B,18081,1
882,"2021-12-27 10:42:56,607",S,18084,8
883,"2021-12-27 12:26:08,408",S,18077,1
884,"2021-12-27 13:03:41,718",S,18068,1
885,"2021-12-27 13:33:00,988",S,18070,1
886,"2021-12-27 13:35:01,467",S,18060,1
887,"2021-12-27 15:28:07,592",S,18067,4
888,"2021-12-28 04:00:59,869",S,18121,1
889,"2021-12-28 04:18:30,696",S,18117,1
890,"2021-12-28 04:44:00,489",S,18125,1
891,"2021-12-28 04:54:03,453",S,18128,1
892,"2021-12-28 08:45:00,453",B,18118,1
893,"2021-12-28 09:00:06,751",S,18122,1
894,"2021-12-28 09:09:02,166",B,18145,1
895,"2021-12-28 09:14:12,548",B,18145,1
896,"2021-12-28 09:15:00,860",B,18147,1
897,"2021-12-28 09:18:32,371",S,18132,1
898,"2021-12-28 09:54:46,303",B,18147,1
899,"2021-12-28 09:54:47,109",B,18154,1
900,"2021-12-28 09:55:17,171",B,18157,1
901,"2021-12-28 09:55:17,744",B,18157,1
902,"2021-12-28 10:03:08,325",S,18138,1
903,"2021-12-28 10:03:08,433",S,18137,1
904,"2021-12-28 10:16:00,921",B,18155,1
905,"2021-12-28 11:18:02,538",S,18125,1
906,"2021-12-28 11:46:11,563",B,18159,1
907,"2021-12-28 11:46:12,564",B,18158,1
908,"2021-12-28 11:46:12,669",B,18159,1
909,"2021-12-28 11:49:38,440",B,18162,1
910,"2021-12-28 11:57:01,755",B,18168,1
911,"2021-12-28 12:21:01,413",B,18188,1
912,"2021-12-28 13:41:04,525",B,18203,1
913,"2021-12-28 13:44:00,562",S,18205,1
914,"2021-12-28 15:40:01,206",S,18217,1
915,"2021-12-28 22:09:13,960",S,18230,1
916,"2021-12-28 23:31:00,612",S,18233,2
917,"2021-12-28 23:31:00,671",S,18233,1
918,"2021-12-29 00:37:09,533",S,18214,1
919,"2021-12-29 00:43:10,165",S,18212,1
920,"2021-12-29 01:48:01,343",S,18190,1
921,"2021-12-29 02:00:00,606",B,18195,1
922,"2021-12-29 02:24:05,854",S,18188,1
923,"2021-12-29 04:54:00,454",B,18194,1
924,"2021-12-29 09:00:06,943",S,18223,1
925,"2021-12-29 09:10:01,949",B,18241,1
926,"2021-12-29 09:12:01,593",B,18238,1
927,"2021-12-29 09:15:12,273",S,18227,1
928,"2021-12-29 09:39:03,758",S,18210,1
929,"2021-12-29 09:43:15,751",S,18193,1
930,"2021-12-29 10:31:46,630",B,18220,1
931,"2021-12-29 10:34:51,601",B,18223,1
932,"2021-12-29 10:49:59,899",B,18243,1
933,"2021-12-29 12:27:02,959",B,18252,1
934,"2021-12-29 13:15:43,979",S,18269,1
935,"2021-12-29 13:33:01,294",B,18258,1
936,"2021-12-29 13:33:06,581",S,18257,1
937,"2021-12-29 13:44:00,696",S,18273,1
938,"2021-12-30 03:12:02,734",B,18265,1
939,"2021-12-30 04:40:08,110",S,18272,1
940,"2021-12-30 04:54:00,688",S,18273,1
941,"2021-12-30 10:15:00,911",S,18235,1
942,"2021-12-30 10:41:56,287",S,18213,1
943,"2021-12-30 11:12:21,049",S,18183,1
944,"2021-12-30 11:12:44,148",S,18184,1
945,"2021-12-30 11:19:00,929",S,18199,1
946,"2021-12-30 16:16:47,151",B,18237,1
947,"2021-12-30 17:24:08,317",B,18238,1
948,"2021-12-30 22:48:04,925",S,18246,1
949,"2021-12-31 01:45:37,930",B,18260,1
950,"2022-01-03 08:45:26,482",B,18299,1
951,"2022-01-03 08:55:01,836",B,18327,1
952,"2022-01-03 09:00:10,597",B,18339,1
953,"2022-01-03 09:12:46,499",B,18364,1
954,"2022-01-03 09:12:47,468",B,18362,1
955,"2022-01-03 09:13:00,486",B,18361,1
956,"2022-01-03 09:15:00,640",B,18368,1
957,"2022-01-03 09:20:01,358",B,18379,2
958,"2022-01-03 09:20:02,767",B,18379,1
959,"2022-01-03 09:20:02,805",B,18380,1
960,"2022-01-03 09:25:03,105",B,18380,1
961,"2022-01-03 09:27:01,251",B,18384,1
962,"2022-01-03 09:27:34,637",B,18388,2
963,"2022-01-03 09:35:29,122",S,18362,2
964,"2022-01-03 09:35:29,901",S,18361,2
965,"2022-01-03 09:36:08,323",S,18355,1
966,"2022-01-03 09:36:59,671",S,18336,1
967,"2022-01-03 09:39:11,322",S,18300,1
968,"2022-01-03 09:39:11,424",S,18300,1
969,"2022-01-03 09:40:01,130",S,18290,1
970,"2022-01-03 09:41:00,725",S,18282,2
971,"2022-01-03 09:46:36,884",S,18260,1
972,"2022-01-03 09:57:01,677",S,18265,1
973,"2022-01-03 11:19:03,533",S,18217,1
974,"2022-01-03 11:45:02,311",S,18220,1
975,"2022-01-03 13:33:01,346",S,18264,1
976,"2022-01-03 16:17:01,971",B,18290,1
977,"2022-01-04 00:00:01,453",B,18335,1
978,"2022-01-04 00:47:22,637",B,18336,1
979,"2022-01-04 01:21:25,560",B,18348,1
980,"2022-01-04 04:44:00,567",S,18352,2
981,"2022-01-04 04:54:00,558",S,18362,1
982,"2022-01-04 08:51:00,991",S,18375,1
983,"2022-01-04 08:56:53,796",B,18389,1
984,"2022-01-04 09:05:51,405",B,18422,1
985,"2022-01-04 09:06:01,085",B,18424,1
986,"2022-01-04 09:14:56,169",B,18437,1
987,"2022-01-04 09:20:48,460",B,18445,1
988,"2022-01-04 09:20:48,502",B,18446,1
989,"2022-01-04 09:20:48,587",B,18445,2
990,"2022-01-04 09:25:01,107",B,18460,1
991,"2022-01-04 09:25:01,740",B,18461,1
992,"2022-01-04 09:27:02,329",B,18459,1
993,"2022-01-04 09:33:02,486",B,18492,1
994,"2022-01-04 09:37:00,797",B,18482,1
995,"2022-01-04 09:37:01,020",B,18482,1
996,"2022-01-04 09:40:21,116",S,18459,1
997,"2022-01-04 09:55:00,755",S,18442,1
998,"2022-01-04 10:00:03,054",S,18440,2
999,"2022-01-04 10:00:05,159",S,18440,2
1000,"2022-01-04 10:07:13,953",S,18421,2
